LoanID,accm_txn_complete_time
353,5/16/2022 0:00
354,5/17/2022 0:00
355,5/18/2022 0:00
356,5/19/2022 0:00
357,5/14/2022 0:00
358,5/15/2022 0:00
359,5/16/2022 0:00
360,5/17/2022 0:00
361,5/18/2022 0:00
362,5/19/2022 0:00
363,5/14/2022 0:00
364,5/15/2022 0:00
365,5/16/2022 0:00
366,5/17/2022 0:00
367,5/18/2022 0:00
368,5/19/2022 0:00
369,5/14/2022 0:00
370,5/15/2022 0:00
371,5/16/2022 0:00
372,5/17/2022 0:00
373,5/18/2022 0:00
374,5/19/2022 0:00
375,5/14/2022 0:00
376,5/15/2022 0:00
377,5/16/2022 0:00
378,5/17/2022 0:00
379,5/18/2022 0:00
380,5/19/2022 0:00
381,5/14/2022 0:00
382,5/15/2022 0:00
383,5/16/2022 0:00
384,5/17/2022 0:00
385,5/18/2022 0:00
386,5/19/2022 0:00
387,5/14/2022 0:00
388,5/15/2022 0:00
389,5/16/2022 0:00
390,5/17/2022 0:00
391,5/18/2022 0:00
392,5/19/2022 0:00
393,5/14/2022 0:00
394,5/15/2022 0:00
395,5/16/2022 0:00
396,5/17/2022 0:00
397,5/18/2022 0:00
398,5/19/2022 0:00
399,5/14/2022 0:00
400,5/15/2022 0:00
401,5/16/2022 0:00
402,5/17/2022 0:00
403,5/18/2022 0:00
404,5/19/2022 0:00
405,5/14/2022 0:00
406,5/15/2022 0:00
407,5/16/2022 0:00
408,5/17/2022 0:00
409,5/18/2022 0:00
410,5/19/2022 0:00
411,5/14/2022 0:00
412,5/15/2022 0:00
413,5/16/2022 0:00
414,5/17/2022 0:00
415,5/18/2022 0:00
416,5/19/2022 0:00
417,5/14/2022 0:00
418,5/15/2022 0:00
419,5/16/2022 0:00
420,5/17/2022 0:00
421,5/18/2022 0:00
422,5/19/2022 0:00
423,5/14/2022 0:00
424,5/15/2022 0:00
425,5/16/2022 0:00
426,5/17/2022 0:00
427,5/18/2022 0:00
428,5/19/2022 0:00
429,5/14/2022 0:00
430,5/15/2022 0:00
431,5/16/2022 0:00
432,5/17/2022 0:00
433,5/18/2022 0:00
434,5/19/2022 0:00
435,5/14/2022 0:00
436,5/15/2022 0:00
437,5/16/2022 0:00
438,5/17/2022 0:00
439,5/18/2022 0:00
440,5/19/2022 0:00
441,5/14/2022 0:00
442,5/15/2022 0:00
443,5/16/2022 0:00
444,5/17/2022 0:00
445,5/18/2022 0:00
446,5/19/2022 0:00
447,5/14/2022 0:00
448,5/15/2022 0:00
449,5/16/2022 0:00
450,5/17/2022 0:00
451,5/18/2022 0:00
452,5/19/2022 0:00
453,5/14/2022 0:00
454,5/15/2022 0:00
455,5/16/2022 0:00
456,5/17/2022 0:00
457,5/18/2022 0:00
458,5/19/2022 0:00
459,5/14/2022 0:00
460,5/15/2022 0:00
461,5/16/2022 0:00
462,5/17/2022 0:00
463,5/18/2022 0:00
464,5/19/2022 0:00
465,5/14/2022 0:00
466,5/15/2022 0:00
467,5/16/2022 0:00
468,5/17/2022 0:00
469,5/18/2022 0:00
470,5/19/2022 0:00
471,5/14/2022 0:00
472,5/15/2022 0:00
473,5/16/2022 0:00
474,5/17/2022 0:00
475,5/18/2022 0:00
476,5/19/2022 0:00
477,5/14/2022 0:00
478,5/15/2022 0:00
479,5/16/2022 0:00
480,5/17/2022 0:00
481,5/18/2022 0:00
482,5/19/2022 0:00
483,5/14/2022 0:00
484,5/15/2022 0:00
485,5/16/2022 0:00
486,5/17/2022 0:00
487,5/18/2022 0:00
488,5/19/2022 0:00
489,5/14/2022 0:00
490,5/15/2022 0:00
491,5/16/2022 0:00
492,5/17/2022 0:00
493,5/18/2022 0:00
494,5/19/2022 0:00
495,5/14/2022 0:00
496,5/15/2022 0:00
497,5/16/2022 0:00
498,5/17/2022 0:00
499,5/18/2022 0:00
500,5/19/2022 0:00
501,5/14/2022 0:00
502,5/15/2022 0:00
503,5/16/2022 0:00
504,5/17/2022 0:00
505,5/18/2022 0:00
506,5/19/2022 0:00
507,5/14/2022 0:00
508,5/15/2022 0:00
509,5/16/2022 0:00
510,5/17/2022 0:00
511,5/18/2022 0:00
512,5/19/2022 0:00
513,5/14/2022 0:00
514,5/15/2022 0:00
515,5/16/2022 0:00
516,5/17/2022 0:00
517,5/18/2022 0:00
518,5/19/2022 0:00
519,5/14/2022 0:00
520,5/15/2022 0:00
521,5/16/2022 0:00
522,5/17/2022 0:00
523,5/18/2022 0:00
524,5/19/2022 0:00
525,5/14/2022 0:00
526,5/15/2022 0:00
527,5/16/2022 0:00
528,5/17/2022 0:00
529,5/18/2022 0:00
530,5/19/2022 0:00
531,5/14/2022 0:00
532,5/15/2022 0:00
533,5/16/2022 0:00
534,5/17/2022 0:00
535,5/18/2022 0:00
536,5/19/2022 0:00
537,5/14/2022 0:00
538,5/15/2022 0:00
539,5/16/2022 0:00
540,5/17/2022 0:00
541,5/18/2022 0:00
542,5/19/2022 0:00
543,5/14/2022 0:00
544,5/15/2022 0:00
545,5/16/2022 0:00
546,5/17/2022 0:00
547,5/18/2022 0:00
548,5/19/2022 0:00
549,5/14/2022 0:00
550,5/15/2022 0:00
551,5/16/2022 0:00
552,5/17/2022 0:00
553,5/18/2022 0:00
554,5/19/2022 0:00
555,5/14/2022 0:00
556,5/15/2022 0:00
557,5/16/2022 0:00
558,5/17/2022 0:00
559,5/18/2022 0:00
560,5/19/2022 0:00
561,5/14/2022 0:00
562,5/15/2022 0:00
563,5/16/2022 0:00
564,5/17/2022 0:00
565,5/18/2022 0:00
566,5/19/2022 0:00
567,5/14/2022 0:00
568,5/15/2022 0:00
569,5/16/2022 0:00
570,5/17/2022 0:00
571,5/18/2022 0:00
572,5/19/2022 0:00
573,5/14/2022 0:00
574,5/15/2022 0:00
575,5/16/2022 0:00
576,5/17/2022 0:00
577,5/18/2022 0:00
578,5/19/2022 0:00
579,5/14/2022 0:00
580,5/15/2022 0:00
581,5/16/2022 0:00
582,5/17/2022 0:00
583,5/18/2022 0:00
584,5/19/2022 0:00
585,5/14/2022 0:00
586,5/15/2022 0:00
587,5/16/2022 0:00
588,5/17/2022 0:00
589,5/18/2022 0:00
590,5/19/2022 0:00
591,5/14/2022 0:00
592,5/15/2022 0:00
593,5/16/2022 0:00
594,5/17/2022 0:00
595,5/18/2022 0:00
596,5/19/2022 0:00
597,5/14/2022 0:00
598,5/15/2022 0:00
599,5/16/2022 0:00
600,5/17/2022 0:00
601,5/18/2022 0:00
602,5/19/2022 0:00
603,5/14/2022 0:00
604,5/15/2022 0:00
605,5/16/2022 0:00
606,5/17/2022 0:00
607,5/18/2022 0:00
608,5/19/2022 0:00
609,5/14/2022 0:00
610,5/15/2022 0:00
611,5/16/2022 0:00
612,5/17/2022 0:00
613,5/18/2022 0:00
614,5/19/2022 0:00
615,5/14/2022 0:00
616,5/15/2022 0:00
617,5/16/2022 0:00
618,5/17/2022 0:00
619,5/18/2022 0:00
620,5/19/2022 0:00
621,5/14/2022 0:00
622,5/15/2022 0:00
623,5/16/2022 0:00
624,5/17/2022 0:00
625,5/18/2022 0:00
626,5/19/2022 0:00
627,5/14/2022 0:00
628,5/15/2022 0:00
629,5/16/2022 0:00
630,5/17/2022 0:00
631,5/18/2022 0:00
632,5/19/2022 0:00
633,5/14/2022 0:00
634,5/15/2022 0:00
635,5/16/2022 0:00
636,5/17/2022 0:00
637,5/18/2022 0:00
638,5/19/2022 0:00
639,5/14/2022 0:00
640,5/15/2022 0:00
641,5/16/2022 0:00
642,5/17/2022 0:00
643,5/18/2022 0:00
644,5/19/2022 0:00
645,5/14/2022 0:00
646,5/15/2022 0:00
647,5/16/2022 0:00
648,5/17/2022 0:00
649,5/18/2022 0:00
650,5/19/2022 0:00
651,5/14/2022 0:00
652,5/15/2022 0:00
653,5/16/2022 0:00
654,5/17/2022 0:00
655,5/18/2022 0:00
656,5/19/2022 0:00
657,5/14/2022 0:00
658,5/15/2022 0:00
659,5/16/2022 0:00
660,5/17/2022 0:00
661,5/18/2022 0:00
662,5/19/2022 0:00
663,5/14/2022 0:00
664,5/15/2022 0:00
665,5/16/2022 0:00
666,5/17/2022 0:00
667,5/18/2022 0:00
668,5/19/2022 0:00
669,5/14/2022 0:00
670,5/15/2022 0:00
671,5/16/2022 0:00
672,5/17/2022 0:00
673,5/18/2022 0:00
674,5/19/2022 0:00
675,5/14/2022 0:00
676,5/15/2022 0:00
677,5/16/2022 0:00
678,5/17/2022 0:00
679,5/18/2022 0:00
680,5/19/2022 0:00
681,5/14/2022 0:00
682,5/15/2022 0:00
683,5/16/2022 0:00
684,5/17/2022 0:00
685,5/18/2022 0:00
686,5/19/2022 0:00
687,5/14/2022 0:00
688,5/15/2022 0:00
689,5/16/2022 0:00
690,5/17/2022 0:00
691,5/18/2022 0:00
692,5/19/2022 0:00
693,5/14/2022 0:00
694,5/15/2022 0:00
695,5/16/2022 0:00
696,5/17/2022 0:00
697,5/18/2022 0:00
698,5/19/2022 0:00
699,5/14/2022 0:00
700,5/15/2022 0:00
701,5/16/2022 0:00
702,5/17/2022 0:00
703,5/18/2022 0:00
704,5/19/2022 0:00
705,5/14/2022 0:00
706,5/15/2022 0:00
707,5/16/2022 0:00
708,5/17/2022 0:00
709,5/18/2022 0:00
710,5/19/2022 0:00
711,5/14/2022 0:00
712,5/15/2022 0:00
713,5/16/2022 0:00
714,5/17/2022 0:00
715,5/18/2022 0:00
716,5/19/2022 0:00
717,5/14/2022 0:00
718,5/15/2022 0:00
719,5/16/2022 0:00
720,5/17/2022 0:00
721,5/18/2022 0:00
722,5/19/2022 0:00
723,5/14/2022 0:00
724,5/15/2022 0:00
725,5/16/2022 0:00
726,5/17/2022 0:00
727,5/18/2022 0:00
728,5/19/2022 0:00
729,5/14/2022 0:00
730,5/15/2022 0:00
731,5/16/2022 0:00
732,5/17/2022 0:00
733,5/18/2022 0:00
734,5/19/2022 0:00
735,5/14/2022 0:00
736,5/15/2022 0:00
737,5/16/2022 0:00
738,5/17/2022 0:00
739,5/18/2022 0:00
740,5/19/2022 0:00
741,5/14/2022 0:00
742,5/15/2022 0:00
743,5/16/2022 0:00
744,5/17/2022 0:00
745,5/18/2022 0:00
746,5/19/2022 0:00
747,5/14/2022 0:00
748,5/15/2022 0:00
749,5/16/2022 0:00
750,5/17/2022 0:00
751,5/18/2022 0:00
752,5/19/2022 0:00
753,5/14/2022 0:00
754,5/15/2022 0:00
755,5/16/2022 0:00
756,5/17/2022 0:00
757,5/18/2022 0:00
758,5/19/2022 0:00
759,5/14/2022 0:00
760,5/15/2022 0:00
761,5/16/2022 0:00
762,5/17/2022 0:00
763,5/18/2022 0:00
764,5/19/2022 0:00
765,5/14/2022 0:00
766,5/15/2022 0:00
767,5/16/2022 0:00
768,5/17/2022 0:00
769,5/18/2022 0:00
770,5/19/2022 0:00
771,5/14/2022 0:00
772,5/15/2022 0:00
773,5/16/2022 0:00
774,5/17/2022 0:00
775,5/18/2022 0:00
776,5/19/2022 0:00
777,5/14/2022 0:00
778,5/15/2022 0:00
779,5/16/2022 0:00
780,5/17/2022 0:00
781,5/18/2022 0:00
782,5/19/2022 0:00
783,5/14/2022 0:00
784,5/15/2022 0:00
785,5/16/2022 0:00
786,5/17/2022 0:00
787,5/18/2022 0:00
788,5/19/2022 0:00
789,5/14/2022 0:00
790,5/15/2022 0:00
791,5/16/2022 0:00
792,5/17/2022 0:00
793,5/18/2022 0:00
794,5/19/2022 0:00
795,5/14/2022 0:00
796,5/15/2022 0:00
797,5/16/2022 0:00
798,5/17/2022 0:00
799,5/18/2022 0:00
800,5/19/2022 0:00
801,5/14/2022 0:00
802,5/15/2022 0:00
803,5/16/2022 0:00
804,5/17/2022 0:00
805,5/18/2022 0:00
806,5/19/2022 0:00
807,5/14/2022 0:00
808,5/15/2022 0:00
809,5/16/2022 0:00
810,5/17/2022 0:00
811,5/18/2022 0:00
812,5/19/2022 0:00
813,5/14/2022 0:00
814,5/15/2022 0:00
815,5/16/2022 0:00
816,5/17/2022 0:00
817,5/18/2022 0:00
818,5/19/2022 0:00
819,5/14/2022 0:00
820,5/15/2022 0:00
821,5/16/2022 0:00
822,5/17/2022 0:00
823,5/18/2022 0:00
824,5/19/2022 0:00
825,5/14/2022 0:00
826,5/15/2022 0:00
827,5/16/2022 0:00
828,5/17/2022 0:00
829,5/18/2022 0:00
830,5/19/2022 0:00
831,5/14/2022 0:00
832,5/15/2022 0:00
833,5/16/2022 0:00
834,5/17/2022 0:00
835,5/18/2022 0:00
836,5/19/2022 0:00
837,5/14/2022 0:00
838,5/15/2022 0:00
839,5/16/2022 0:00
840,5/17/2022 0:00
841,5/18/2022 0:00
842,5/19/2022 0:00
843,5/14/2022 0:00
844,5/15/2022 0:00
845,5/16/2022 0:00
846,5/17/2022 0:00
847,5/18/2022 0:00
848,5/19/2022 0:00
849,5/14/2022 0:00
850,5/15/2022 0:00
851,5/16/2022 0:00
852,5/17/2022 0:00
853,5/18/2022 0:00
854,5/19/2022 0:00
855,5/14/2022 0:00
856,5/15/2022 0:00
857,5/16/2022 0:00
858,5/17/2022 0:00
859,5/18/2022 0:00
860,5/19/2022 0:00
861,5/14/2022 0:00
862,5/15/2022 0:00
863,5/16/2022 0:00
864,5/17/2022 0:00
865,5/18/2022 0:00
866,5/19/2022 0:00
867,5/14/2022 0:00
868,5/15/2022 0:00
869,5/16/2022 0:00
870,5/17/2022 0:00
871,5/18/2022 0:00
872,5/19/2022 0:00
873,5/14/2022 0:00
874,5/15/2022 0:00
875,5/16/2022 0:00
876,5/17/2022 0:00
877,5/18/2022 0:00
878,5/19/2022 0:00
879,5/14/2022 0:00
880,5/15/2022 0:00
881,5/16/2022 0:00
882,5/17/2022 0:00
883,5/18/2022 0:00
884,5/19/2022 0:00
885,5/14/2022 0:00
886,5/15/2022 0:00
887,5/16/2022 0:00
888,5/17/2022 0:00
889,5/18/2022 0:00
890,5/19/2022 0:00
891,5/14/2022 0:00
892,5/15/2022 0:00
893,5/16/2022 0:00
894,5/17/2022 0:00
895,5/18/2022 0:00
896,5/19/2022 0:00
897,5/14/2022 0:00
898,5/15/2022 0:00
899,5/16/2022 0:00
900,5/17/2022 0:00
901,5/18/2022 0:00
902,5/19/2022 0:00
903,5/14/2022 0:00
904,5/15/2022 0:00
905,5/16/2022 0:00
906,5/17/2022 0:00
907,5/18/2022 0:00
908,5/19/2022 0:00
909,5/14/2022 0:00
910,5/15/2022 0:00
911,5/16/2022 0:00
912,5/17/2022 0:00
913,5/18/2022 0:00
914,5/19/2022 0:00
915,5/14/2022 0:00
916,5/15/2022 0:00
917,5/16/2022 0:00
918,5/17/2022 0:00
919,5/18/2022 0:00
920,5/19/2022 0:00
921,5/14/2022 0:00
922,5/15/2022 0:00
923,5/16/2022 0:00
924,5/17/2022 0:00
925,5/18/2022 0:00
926,5/19/2022 0:00
927,5/14/2022 0:00
928,5/15/2022 0:00
929,5/16/2022 0:00
930,5/17/2022 0:00
931,5/18/2022 0:00
932,5/19/2022 0:00
933,5/14/2022 0:00
934,5/15/2022 0:00
935,5/16/2022 0:00
936,5/17/2022 0:00
937,5/18/2022 0:00
938,5/19/2022 0:00
939,5/14/2022 0:00
940,5/15/2022 0:00
941,5/16/2022 0:00
942,5/17/2022 0:00
943,5/18/2022 0:00
944,5/19/2022 0:00
945,5/14/2022 0:00
946,5/15/2022 0:00
947,5/16/2022 0:00
948,5/17/2022 0:00
949,5/18/2022 0:00
950,5/19/2022 0:00
951,5/14/2022 0:00
952,5/15/2022 0:00
953,5/16/2022 0:00
954,5/17/2022 0:00
955,5/18/2022 0:00
956,5/19/2022 0:00
957,5/14/2022 0:00
958,5/15/2022 0:00
959,5/16/2022 0:00
960,5/17/2022 0:00
961,5/18/2022 0:00
962,5/19/2022 0:00
963,5/14/2022 0:00
964,5/15/2022 0:00
965,5/16/2022 0:00
966,5/17/2022 0:00
967,5/18/2022 0:00
968,5/19/2022 0:00
969,5/14/2022 0:00
970,5/15/2022 0:00
971,5/16/2022 0:00
972,5/17/2022 0:00
973,5/18/2022 0:00
974,5/19/2022 0:00
975,5/14/2022 0:00
976,5/15/2022 0:00
977,5/16/2022 0:00
978,5/17/2022 0:00
979,5/18/2022 0:00
980,5/19/2022 0:00
981,5/14/2022 0:00
982,5/15/2022 0:00
983,5/16/2022 0:00
984,5/17/2022 0:00
985,5/18/2022 0:00
986,5/19/2022 0:00
987,5/14/2022 0:00
988,5/15/2022 0:00
989,5/16/2022 0:00
990,5/17/2022 0:00
991,5/18/2022 0:00
992,5/19/2022 0:00
993,5/14/2022 0:00
994,5/15/2022 0:00
995,5/16/2022 0:00
996,5/17/2022 0:00
997,5/18/2022 0:00
998,5/19/2022 0:00
999,5/14/2022 0:00
1000,5/15/2022 0:00
1001,5/16/2022 0:00
1002,5/17/2022 0:00
1003,5/18/2022 0:00
1004,5/19/2022 0:00
1005,5/14/2022 0:00
1006,5/15/2022 0:00
1007,5/16/2022 0:00
1008,5/17/2022 0:00
1009,5/18/2022 0:00
1010,5/19/2022 0:00
1011,5/14/2022 0:00
1012,5/15/2022 0:00
1013,5/16/2022 0:00
1014,5/17/2022 0:00
1015,5/18/2022 0:00
1016,5/19/2022 0:00
1017,5/14/2022 0:00
1018,5/15/2022 0:00
1019,5/16/2022 0:00
1020,5/17/2022 0:00
1021,5/18/2022 0:00
1022,5/19/2022 0:00
1023,5/14/2022 0:00
1024,5/15/2022 0:00
1025,5/16/2022 0:00
1026,5/17/2022 0:00
1027,5/18/2022 0:00
1028,5/19/2022 0:00
1029,5/14/2022 0:00
1030,5/15/2022 0:00
1031,5/16/2022 0:00
1032,5/17/2022 0:00
1033,5/18/2022 0:00
1034,5/19/2022 0:00
1035,5/14/2022 0:00
1036,5/15/2022 0:00
1037,5/16/2022 0:00
1038,5/17/2022 0:00
1039,5/18/2022 0:00
1040,5/19/2022 0:00
1041,5/14/2022 0:00
1042,5/15/2022 0:00
1043,5/16/2022 0:00
1044,5/17/2022 0:00
1045,5/18/2022 0:00
1046,5/19/2022 0:00
1047,5/14/2022 0:00
1048,5/15/2022 0:00
1049,5/16/2022 0:00
1050,5/17/2022 0:00
1051,5/18/2022 0:00
1052,5/19/2022 0:00
1053,5/14/2022 0:00
1054,5/15/2022 0:00
1055,5/16/2022 0:00
1056,5/17/2022 0:00
1057,5/18/2022 0:00
1058,5/19/2022 0:00
1059,5/14/2022 0:00
1060,5/15/2022 0:00
1061,5/16/2022 0:00
1062,5/17/2022 0:00
1063,5/18/2022 0:00
1064,5/19/2022 0:00
1065,5/14/2022 0:00
1066,5/15/2022 0:00
1067,5/16/2022 0:00
1068,5/17/2022 0:00
1069,5/18/2022 0:00
